Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Sh,SoT,Dist,FK,PK,PKatt,Season,Team,schedule
30/12/2023,12:30,Premier League,Matchweek 20,Sat,Away,W,3,2,Luton Town,1.5,2.3,48,11041,Conor Gallagher,4-2-3-1,Paul Tierney,Match Report,12,8,17.5,0,0,0,2024,Chelsea,Early
01/01/2024,20:00,Premier League,Matchweek 20,Mon,Away,L,2,4,Liverpool,0.6,7,39,57471,Dan Burn,04/03/2003,Anthony Taylor,Match Report,5,3,16.1,0,0,0,2024,NewcastleUnited,Occasional
30/12/2023,17:30,Premier League,Matchweek 20,Sat,Away,L,1,2,Nott'ham Forest,0.8,0.7,56,29529,Bruno Fernandes,4-2-3-1,Tim Robinson,Match Report,10,5,17.5,0,0,0,2024,ManchesterUnited,evening
02/01/2024,19:30,Premier League,Matchweek 20,Tue,Home,D,0,0,Brighton,0.7,2.3,32,62462,Angelo Ogbonna,4-2-3-1,Samuel Barrott,Match Report,6,2,16,0,0,0,2024,WestHamUnited,Occasional
30/12/2023,15:00,Premier League,Matchweek 20,Sat,Home,W,3,1,Brentford,1,1.4,46,25472,Marc Guéhi,04/03/2003,Robert Jones,Match Report,13,6,16.2,0,0,0,2024,CrystalPalace,regular
02/01/2024,19:30,Premier League,Matchweek 20,Tue,Away,D,0,0,West Ham,2.3,0.7,68,62462,Pascal Groß,4-3-1-2,Samuel Barrott,Match Report,22,8,14.4,0,0,0,2024,BrightonandHoveAlbion,Occasional
31/12/2023,14:00,Premier League,Matchweek 20,Sun,Away,L,1,3,Tottenham,1.7,2.3,50,61780,Neto,4-2-3-1,Simon Hooper,Match Report,24,4,17.2,1,0,0,2024,Bournemouth,Early
31/12/2023,14:00,Premier League,Matchweek 20,Sun,Home,W,2,1,Arsenal,1.2,1.6,40,24444,Tom Cairney,4-2-3-1,Joshua Smith,Match Report,15,4,18.2,1,0,0,2024,Fulham,Early
30/12/2023,15:00,Premier League,Matchweek 20,Sat,Home,W,3,0,Everton,1.9,0.4,53,31639,Max Kilman,03/04/2003,Thomas Bramall,Match Report,12,6,13.4,0,0,0,2024,WolverhamptonWanderers,regular
30/12/2023,15:00,Premier League,Matchweek 20,Sat,Away,L,0,3,Wolves,0.4,1.9,47,31639,James Tarkowski,05/04/2001,Thomas Bramall,Match Report,10,0,20.7,0,0,0,2024,Everton,regular
30/12/2023,15:00,Premier League,Matchweek 20,Sat,Away,L,1,3,Crystal Palace,1.4,1,54,25472,Christian Nørgaard,03/05/2002,Robert Jones,Match Report,9,4,16,0,0,0,2024,Brentford,regular
30/12/2023,17:30,Premier League,Matchweek 20,Sat,Home,W,2,1,Manchester Utd,0.7,0.8,44,29529,Ryan Yates,4-2-3-1,Tim Robinson,Match Report,8,2,18.3,0,0,0,2024,NottinghamForest,evening
30/12/2023,12:30,Premier League,Matchweek 20,Sat,Home,L,2,3,Chelsea,2.3,1.5,52,11041,Amari'i Bell,03/04/2003,Paul Tierney,Match Report,15,6,11.6,1,0,0,2024,LutonTown,Early
30/12/2023,15:00,Premier League,Matchweek 20,Sat,Away,L,2,3,Aston Villa,1.2,3.2,36,41613,Josh Brownhill,04/04/2002,Stuart Attwell,Match Report,9,5,15.4,0,0,0,2024,Burnley,regular
30/12/2023,15:00,Premier League,Matchweek 20,Sat,Away,L,0,2,Manchester City,0.3,2.2,20,53108,Jack Robinson,03/04/2003,David Coote,Match Report,4,2,14.9,0,0,0,2024,SheffieldUnited,regular
13/01/2024,17:30,Premier League,Matchweek 21,Sat,Away,W,3,2,Newcastle Utd,3,1.3,72,52190,Kyle Walker,4-2-3-1,Chris Kavanagh,Match Report,27,11,19.3,2,0,0,2024,ManchesterCity,evening
20/01/2024,12:30,Premier League,Matchweek 21,Sat,Home,W,5,0,Crystal Palace,3.3,0.3,60,60284,Martin Ødegaard,04/03/2003,Paul Tierney,Match Report,21,7,16.7,0,0,0,2024,Arsenal,Early
21/01/2024,16:30,Premier League,Matchweek 21,Sun,Away,W,4,0,Bournemouth,1.5,1.4,60,11228,Virgil van Dijk,04/03/2003,Andy Madley,Match Report,14,7,19.2,0,0,0,2024,Liverpool,Late
14/01/2024,14:00,Premier League,Matchweek 21,Sun,Away,D,0,0,Everton,1.2,1.1,68,39284,John McGinn,04/04/2002,David Coote,Match Report,16,4,14.2,0,0,0,2024,AstonVilla,Early
14/01/2024,16:30,Premier League,Matchweek 21,Sun,Away,D,2,2,Manchester Utd,1.2,0.8,63,73489,Cristian Romero,04/03/2003,John Brooks,Match Report,16,5,14.4,0,0,0,2024,TottenhamHotspur,Late
13/01/2024,12:30,Premier League,Matchweek 21,Sat,Home,W,1,0,Fulham,2.2,0.8,55,39643,Conor Gallagher,4-2-3-1,Anthony Taylor,Match Report,16,2,17.5,0,1,1,2024,Chelsea,Early
13/01/2024,17:30,Premier League,Matchweek 21,Sat,Home,L,2,3,Manchester City,1.3,3,28,52190,Kieran Trippier,04/03/2003,Chris Kavanagh,Match Report,12,5,14.7,0,0,0,2024,NewcastleUnited,evening
14/01/2024,16:30,Premier League,Matchweek 21,Sun,Home,D,2,2,Tottenham,0.8,1.2,37,73489,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,9,2,14.5,1,0,0,2024,ManchesterUnited,Late
21/01/2024,14:00,Premier League,Matchweek 21,Sun,Away,D,2,2,Sheffield Utd,2.3,2.5,43,29164,Kurt Zouma,4-4-1-1,Michael Salisbury,Match Report,15,4,14.9,0,1,1,2024,WestHamUnited,Early
20/01/2024,12:30,Premier League,Matchweek 21,Sat,Away,L,0,5,Arsenal,0.3,3.3,40,60284,Marc Guéhi,03/04/2003,Paul Tierney,Match Report,12,5,24.4,2,0,0,2024,CrystalPalace,Early
22/01/2024,19:45,Premier League,Matchweek 21,Mon,Home,D,0,0,Wolves,1,1.1,72,41505,Lewis Dunk,04/03/2003,Craig Pawson,Match Report,11,3,14.2,0,0,0,2024,BrightonandHoveAlbion,Occasional
21/01/2024,16:30,Premier League,Matchweek 21,Sun,Home,L,0,4,Liverpool,1.4,1.5,40,11228,Neto,4-2-3-1,Andy Madley,Match Report,11,1,19.8,0,0,0,2024,Bournemouth,Late
13/01/2024,12:30,Premier League,Matchweek 21,Sat,Away,L,0,1,Chelsea,0.8,2.2,45,39643,Tom Cairney,4-2-3-1,Anthony Taylor,Match Report,14,4,22,2,0,0,2024,Fulham,Early
22/01/2024,19:45,Premier League,Matchweek 21,Mon,Away,D,0,0,Brighton,1.1,1,28,41505,Max Kilman,03/04/2003,Craig Pawson,Match Report,8,3,18.6,0,0,0,2024,WolverhamptonWanderers,Occasional
14/01/2024,14:00,Premier League,Matchweek 21,Sun,Home,D,0,0,Aston Villa,1.1,1.2,32,39284,Séamus Coleman,4-2-3-1,David Coote,Match Report,10,2,17.2,1,0,0,2024,Everton,Early
20/01/2024,17:30,Premier League,Matchweek 21,Sat,Home,W,3,2,Nott'ham Forest,1.2,1.2,48,17077,Ivan Toney,03/05/2002,Darren England,Match Report,11,5,14.8,1,0,0,2024,Brentford,evening
20/01/2024,17:30,Premier League,Matchweek 21,Sat,Away,L,2,3,Brentford,1.2,1.2,52,17077,Ryan Yates,4-2-3-1,Darren England,Match Report,12,3,20.5,0,0,0,2024,NottinghamForest,evening
12/01/2024,19:45,Premier League,Matchweek 21,Fri,Away,D,1,1,Burnley,0.9,1.1,61,20155,Amari'i Bell,03/04/2003,Tony Harrington,Match Report,14,5,18.2,0,0,0,2024,LutonTown,Occasional
12/01/2024,19:45,Premier League,Matchweek 21,Fri,Home,D,1,1,Luton Town,1.1,0.9,39,20155,Josh Brownhill,04/04/2002,Tony Harrington,Match Report,13,7,18.8,1,0,0,2024,Burnley,Occasional
21/01/2024,14:00,Premier League,Matchweek 21,Sun,Home,D,2,2,West Ham,2.5,2.3,57,29164,Anel Ahmedhodžić,4-1-4-1,Michael Salisbury,Match Report,20,5,18.5,1,1,1,2024,SheffieldUnited,Early
31/01/2024,19:30,Premier League,Matchweek 22,Wed,Home,W,3,1,Burnley,1.7,1.4,74,52143,Kevin De Bruyne,4-2-3-1,Samuel Barrott,Match Report,14,4,15.8,1,0,0,2024,ManchesterCity,Occasional
30/01/2024,19:30,Premier League,Matchweek 22,Tue,Away,W,2,1,Nott'ham Forest,1.2,0.5,73,29387,Martin Ødegaard,04/03/2003,Simon Hooper,Match Report,19,3,17.6,0,0,0,2024,Arsenal,Occasional
31/01/2024,20:15,Premier League,Matchweek 22,Wed,Home,W,4,1,Chelsea,2.9,0.6,50,57524,Virgil van Dijk,04/03/2003,Paul Tierney,Match Report,27,13,19.9,2,0,1,2024,Liverpool,Occasional
30/01/2024,20:15,Premier League,Matchweek 22,Tue,Home,L,1,3,Newcastle Utd,1.4,2.6,61,42191,John McGinn,04/04/2002,John Brooks,Match Report,12,5,14.3,0,0,0,2024,AstonVilla,Occasional
31/01/2024,19:30,Premier League,Matchweek 22,Wed,Home,W,3,2,Brentford,2.9,1.6,67,61210,Cristian Romero,4-2-3-1,David Coote,Match Report,19,5,14.3,0,0,0,2024,TottenhamHotspur,Occasional
31/01/2024,20:15,Premier League,Matchweek 22,Wed,Away,L,1,4,Liverpool,0.6,2.9,50,57524,Ben Chilwell,4-2-3-1,Paul Tierney,Match Report,4,3,18.8,0,0,0,2024,Chelsea,Occasional
30/01/2024,20:15,Premier League,Matchweek 22,Tue,Away,W,3,1,Aston Villa,2.6,1.4,39,42191,Kieran Trippier,04/03/2003,John Brooks,Match Report,14,5,11.9,0,0,0,2024,NewcastleUnited,Occasional
01/02/2024,20:15,Premier League,Matchweek 22,Thu,Away,W,4,3,Wolves,3.3,2.1,47,31641,Bruno Fernandes,4-2-3-1,Jarred Gillett,Match Report,21,8,18.2,2,0,0,2024,ManchesterUnited,Occasional
01/02/2024,19:30,Premier League,Matchweek 22,Thu,Home,D,1,1,Bournemouth,1.4,1.2,48,62478,Kurt Zouma,4-3-2-1,Tim Robinson,Match Report,8,2,17.1,0,1,1,2024,WestHamUnited,Occasional
30/01/2024,20:00,Premier League,Matchweek 22,Tue,Home,W,3,2,Sheffield Utd,1.1,0.8,53,24781,Marc Guéhi,04/03/2003,Tony Harrington,Match Report,12,4,17.1,0,0,0,2024,CrystalPalace,Occasional
30/01/2024,19:45,Premier League,Matchweek 22,Tue,Away,L,0,4,Luton Town,0.9,3.1,59,10994,Lewis Dunk,03/04/2003,Robert Jones,Match Report,9,2,13.9,0,0,0,2024,BrightonandHoveAlbion,Occasional
01/02/2024,19:30,Premier League,Matchweek 22,Thu,Away,D,1,1,West Ham,1.2,1.4,52,62478,Neto,4-2-3-1,Tim Robinson,Match Report,9,4,17.2,0,0,0,2024,Bournemouth,Occasional
30/01/2024,19:45,Premier League,Matchweek 22,Tue,Home,D,0,0,Everton,1.6,1.9,70,24376,Tom Cairney,4-2-3-1,Thomas Bramall,Match Report,25,5,17.3,0,0,0,2024,Fulham,Occasional
01/02/2024,20:15,Premier League,Matchweek 22,Thu,Home,L,3,4,Manchester Utd,2.1,3.3,53,31641,Max Kilman,03/04/2003,Jarred Gillett,Match Report,15,5,16.6,1,1,1,2024,WolverhamptonWanderers,Occasional
30/01/2024,19:45,Premier League,Matchweek 22,Tue,Away,D,0,0,Fulham,1.9,1.6,30,24376,James Tarkowski,4-4-1-1,Thomas Bramall,Match Report,21,2,14.4,2,0,0,2024,Everton,Occasional
31/01/2024,19:30,Premier League,Matchweek 22,Wed,Away,L,2,3,Tottenham,1.6,2.9,33,61210,Christian Nørgaard,03/05/2002,David Coote,Match Report,9,5,12.9,0,0,0,2024,Brentford,Occasional
30/01/2024,19:30,Premier League,Matchweek 22,Tue,Home,L,1,2,Arsenal,0.5,1.2,27,29387,Morgan Gibbs-White,4-2-3-1,Simon Hooper,Match Report,9,3,18.7,0,0,0,2024,NottinghamForest,Occasional
30/01/2024,19:45,Premier League,Matchweek 22,Tue,Home,W,4,0,Brighton,3.1,0.9,41,10994,Carlton Morris,03/04/2003,Robert Jones,Match Report,18,8,13.8,1,0,0,2024,LutonTown,Occasional
31/01/2024,19:30,Premier League,Matchweek 22,Wed,Away,L,1,3,Manchester City,1.4,1.7,26,52143,Josh Brownhill,04/04/2002,Samuel Barrott,Match Report,8,3,14.7,0,0,0,2024,Burnley,Occasional
30/01/2024,20:00,Premier League,Matchweek 22,Tue,Away,L,2,3,Crystal Palace,0.8,1.1,47,24781,Anel Ahmedhodžić,4-1-4-1,Tony Harrington,Match Report,9,5,16.5,0,0,0,2024,SheffieldUnited,Occasional
05/02/2024,20:00,Premier League,Matchweek 23,Mon,Away,W,3,1,Brentford,2.1,1,72,17096,Kyle Walker,4-1-4-1,Jarred Gillett,Match Report,25,15,19.2,0,0,0,2024,ManchesterCity,Occasional
04/02/2024,16:30,Premier League,Matchweek 23,Sun,Home,W,3,1,Liverpool,3.5,0.4,43,60374,Martin Ødegaard,04/03/2003,Anthony Taylor,Match Report,15,7,14.2,0,0,0,2024,Arsenal,Late
04/02/2024,16:30,Premier League,Matchweek 23,Sun,Away,L,1,3,Arsenal,0.4,3.5,57,60374,Virgil van Dijk,04/03/2003,Anthony Taylor,Match Report,10,1,19.7,0,0,0,2024,Liverpool,Late
03/02/2024,17:30,Premier League,Matchweek 23,Sat,Away,W,5,0,Sheffield Utd,2.2,1.4,63,30187,John McGinn,4-2-3-1,Paul Tierney,Match Report,14,9,15.8,1,0,0,2024,AstonVilla,evening
03/02/2024,12:30,Premier League,Matchweek 23,Sat,Away,D,2,2,Everton,1,2.6,57,39321,Cristian Romero,4-2-3-1,Michael Oliver,Match Report,9,6,17.8,0,0,0,2024,TottenhamHotspur,Early
04/02/2024,14:00,Premier League,Matchweek 23,Sun,Home,L,2,4,Wolves,1.7,2,64,39628,Ben Chilwell,4-2-3-1,Tim Robinson,Match Report,15,4,14.5,0,0,0,2024,Chelsea,Early
03/02/2024,15:00,Premier League,Matchweek 23,Sat,Home,D,4,4,Luton Town,2.3,2.4,55,52211,Kieran Trippier,04/03/2003,Thomas Bramall,Match Report,19,6,16.3,0,0,0,2024,NewcastleUnited,regular
04/02/2024,14:00,Premier League,Matchweek 23,Sun,Home,W,3,0,West Ham,0.7,1.4,51,73612,Bruno Fernandes,4-2-3-1,Andy Madley,Match Report,12,5,20.4,0,0,0,2024,ManchesterUnited,Early
04/02/2024,14:00,Premier League,Matchweek 23,Sun,Away,L,0,3,Manchester Utd,1.4,0.7,49,73612,Kurt Zouma,4-2-3-1,Andy Madley,Match Report,22,3,18.9,1,0,0,2024,WestHamUnited,Early
03/02/2024,15:00,Premier League,Matchweek 23,Sat,Away,L,1,4,Brighton,0.3,1.4,32,31345,Marc Guéhi,04/03/2003,Simon Hooper,Match Report,7,5,20.6,0,0,0,2024,CrystalPalace,regular
03/02/2024,15:00,Premier League,Matchweek 23,Sat,Home,W,4,1,Crystal Palace,1.4,0.3,68,31345,Lewis Dunk,03/04/2003,Simon Hooper,Match Report,13,6,16.7,0,0,0,2024,BrightonandHoveAlbion,regular
04/02/2024,14:00,Premier League,Matchweek 23,Sun,Home,D,1,1,Nott'ham Forest,1.3,0.5,45,11200,Neto,4-2-3-1,Rebecca Welch,Match Report,9,1,16.7,1,0,0,2024,Bournemouth,Early
03/02/2024,15:00,Premier League,Matchweek 23,Sat,Away,D,2,2,Burnley,1.5,1.8,56,20203,Tim Ream,4-2-3-1,Darren Bond,Match Report,15,7,13.2,0,0,0,2024,Fulham,regular
04/02/2024,14:00,Premier League,Matchweek 23,Sun,Away,W,4,2,Chelsea,2,1.7,36,39628,Max Kilman,03/04/2003,Tim Robinson,Match Report,13,6,16.6,2,1,1,2024,WolverhamptonWanderers,Early
03/02/2024,12:30,Premier League,Matchweek 23,Sat,Home,D,2,2,Tottenham,2.6,1,43,39321,James Tarkowski,4-4-1-1,Michael Oliver,Match Report,14,4,14.3,0,0,0,2024,Everton,Early
05/02/2024,20:00,Premier League,Matchweek 23,Mon,Home,L,1,3,Manchester City,1,2.1,28,17096,Christian Nørgaard,03/05/2002,Jarred Gillett,Match Report,9,2,15.3,0,0,0,2024,Brentford,Occasional
04/02/2024,14:00,Premier League,Matchweek 23,Sun,Away,D,1,1,Bournemouth,0.5,1.3,55,11200,Ryan Yates,4-2-3-1,Rebecca Welch,Match Report,8,6,19.9,0,0,0,2024,NottinghamForest,Early
03/02/2024,15:00,Premier League,Matchweek 23,Sat,Away,D,4,4,Newcastle Utd,2.4,2.3,45,52211,Carlton Morris,03/04/2003,Thomas Bramall,Match Report,10,7,14,0,1,1,2024,LutonTown,regular
03/02/2024,15:00,Premier League,Matchweek 23,Sat,Home,D,2,2,Fulham,1.8,1.5,44,20203,Josh Brownhill,04/04/2002,Darren Bond,Match Report,12,4,15.4,0,0,0,2024,Burnley,regular
03/02/2024,17:30,Premier League,Matchweek 23,Sat,Home,L,0,5,Aston Villa,1.4,2.2,37,30187,Anel Ahmedhodžić,05/04/2001,Paul Tierney,Match Report,10,4,10,0,0,0,2024,SheffieldUnited,evening
10/02/2024,12:30,Premier League,Matchweek 24,Sat,Home,W,2,0,Everton,1.6,0.3,72,52187,Rúben Dias,4-1-4-1,John Brooks,Match Report,19,3,17.4,0,0,0,2024,ManchesterCity,Early
11/02/2024,14:00,Premier League,Matchweek 24,Sun,Away,W,6,0,West Ham,3.6,0.2,70,62475,Martin Ødegaard,04/03/2003,Craig Pawson,Match Report,24,11,16,0,1,1,2024,Arsenal,Early
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Home,W,3,1,Burnley,2.8,1.3,70,59896,Virgil van Dijk,04/03/2003,Tim Robinson,Match Report,25,10,15.4,0,0,0,2024,Liverpool,regular
11/02/2024,16:30,Premier League,Matchweek 24,Sun,Home,L,1,2,Manchester Utd,2.4,1.8,56,42185,John McGinn,4-2-3-1,Robert Jones,Match Report,23,9,16.7,1,0,0,2024,AstonVilla,Late
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Home,W,2,1,Brighton,1.6,1.2,52,61445,Cristian Romero,4-2-3-1,Samuel Barrott,Match Report,16,6,17.1,1,0,0,2024,TottenhamHotspur,regular
12/02/2024,20:00,Premier League,Matchweek 24,Mon,Away,W,3,1,Crystal Palace,1.4,0.6,77,25110,Ben Chilwell,4-2-3-1,Michael Oliver,Match Report,14,5,15.3,0,0,0,2024,Chelsea,Occasional
10/02/2024,17:30,Premier League,Matchweek 24,Sat,Away,W,3,2,Nott'ham Forest,0.5,1.5,61,29451,Kieran Trippier,04/03/2003,Anthony Taylor,Match Report,7,5,19.2,0,0,0,2024,NewcastleUnited,evening
11/02/2024,16:30,Premier League,Matchweek 24,Sun,Away,W,2,1,Aston Villa,1.8,2.4,44,42185,Bruno Fernandes,4-2-3-1,Robert Jones,Match Report,17,5,14.6,0,0,0,2024,ManchesterUnited,Late
11/02/2024,14:00,Premier League,Matchweek 24,Sun,Home,L,0,6,Arsenal,0.2,3.6,30,62475,Kurt Zouma,4-2-3-1,Craig Pawson,Match Report,5,1,19.9,0,0,0,2024,WestHamUnited,Early
12/02/2024,20:00,Premier League,Matchweek 24,Mon,Home,L,1,3,Chelsea,0.6,1.4,23,25110,Joachim Andersen,4-1-4-1,Michael Oliver,Match Report,13,4,18.7,0,0,0,2024,CrystalPalace,Occasional
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Away,L,1,2,Tottenham,1.2,1.6,48,61445,Lewis Dunk,4-2-3-1,Samuel Barrott,Match Report,5,2,17.8,0,1,1,2024,BrightonandHoveAlbion,regular
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Away,L,1,3,Fulham,1.8,1.6,51,24271,Neto,4-2-3-1,Darren England,Match Report,25,4,16.7,1,0,0,2024,Bournemouth,regular
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Home,W,3,1,Bournemouth,1.6,1.8,49,24271,Tom Cairney,4-2-3-1,Darren England,Match Report,7,6,11.4,0,0,0,2024,Fulham,regular
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Home,L,0,2,Brentford,1,1.9,71,30731,Max Kilman,03/04/2003,Simon Hooper,Match Report,17,5,17.2,1,0,0,2024,WolverhamptonWanderers,regular
10/02/2024,12:30,Premier League,Matchweek 24,Sat,Away,L,0,2,Manchester City,0.3,1.6,28,52187,James Tarkowski,4-2-3-1,John Brooks,Match Report,5,1,22.9,0,0,0,2024,Everton,Early
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Away,W,2,0,Wolves,1.9,1,29,30731,Christian Nørgaard,03/05/2002,Simon Hooper,Match Report,9,6,14,0,0,0,2024,Brentford,regular
10/02/2024,17:30,Premier League,Matchweek 24,Sat,Home,L,2,3,Newcastle Utd,1.5,0.5,39,29451,Ryan Yates,4-2-3-1,Anthony Taylor,Match Report,13,3,21.8,0,0,0,2024,NottinghamForest,evening
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Home,L,1,3,Sheffield Utd,1.8,1.7,74,11138,Carlton Morris,03/04/2003,Chris Kavanagh,Match Report,19,4,17.3,0,1,1,2024,LutonTown,regular
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Away,L,1,3,Liverpool,1.3,2.8,30,59896,Josh Brownhill,04/04/2002,Tim Robinson,Match Report,9,4,17.6,0,0,0,2024,Burnley,regular
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Away,W,3,1,Luton Town,1.7,1.8,26,11138,Anel Ahmedhodžić,05/04/2001,Chris Kavanagh,Match Report,6,2,22.4,0,1,1,2024,SheffieldUnited,regular
17/02/2024,17:30,Premier League,Matchweek 25,Sat,Home,D,1,1,Chelsea,2.6,1.4,70,52178,Kyle Walker,4-1-4-1,Andy Madley,Match Report,31,5,15.9,1,0,0,2024,ManchesterCity,evening
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Away,W,5,0,Burnley,2.3,0.3,64,21311,Martin Ødegaard,04/03/2003,Jarred Gillett,Match Report,15,6,16.8,1,1,1,2024,Arsenal,regular
17/02/2024,12:30,Premier League,Matchweek 25,Sat,Away,W,4,1,Brentford,2.8,1.6,62,17193,Virgil van Dijk,04/03/2003,Michael Oliver,Match Report,15,8,15.9,1,0,0,2024,Liverpool,Early
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Away,W,2,1,Fulham,1.5,1.5,48,24401,John McGinn,4-2-3-1,Lewis Smith,Match Report,12,3,16.8,1,0,0,2024,AstonVilla,regular
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Home,L,1,2,Wolves,1.6,1.8,71,61532,Son Heung-min,4-2-3-1,Anthony Taylor,Match Report,15,4,14.3,0,0,0,2024,TottenhamHotspur,regular
17/02/2024,17:30,Premier League,Matchweek 25,Sat,Away,D,1,1,Manchester City,1.4,2.6,30,52178,Ben Chilwell,4-2-3-1,Andy Madley,Match Report,9,6,12.8,0,0,0,2024,Chelsea,evening
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Home,D,2,2,Bournemouth,2.2,2.2,62,52224,Kieran Trippier,04/03/2003,Michael Salisbury,Match Report,16,4,19.4,0,1,1,2024,NewcastleUnited,regular
18/02/2024,16:30,Premier League,Matchweek 25,Sun,Away,W,2,1,Luton Town,2.9,1.8,42,11483,Bruno Fernandes,4-2-3-1,David Coote,Match Report,21,8,19.8,2,0,0,2024,ManchesterUnited,Late
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Away,L,0,2,Nott'ham Forest,0.5,2.8,51,29490,Kurt Zouma,4-2-3-1,Thomas Bramall,Match Report,10,3,18.9,1,0,0,2024,WestHamUnited,regular
19/02/2024,20:00,Premier League,Matchweek 25,Mon,Away,D,1,1,Everton,0.7,1.7,39,38164,Joel Ward,03/04/2003,Paul Tierney,Match Report,10,3,13,0,0,0,2024,CrystalPalace,Occasional
18/02/2024,14:00,Premier League,Matchweek 25,Sun,Away,W,5,0,Sheffield Utd,2.9,0.6,79,29522,Lewis Dunk,4-2-3-1,Stuart Attwell,Match Report,24,9,15.1,0,0,0,2024,BrightonandHoveAlbion,Early
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Away,D,2,2,Newcastle Utd,2.2,2.2,38,52224,Neto,4-2-3-1,Michael Salisbury,Match Report,12,6,20.3,0,0,0,2024,Bournemouth,regular
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Home,L,1,2,Aston Villa,1.5,1.5,52,24401,Tom Cairney,4-2-3-1,Lewis Smith,Match Report,15,4,14.7,0,0,0,2024,Fulham,regular
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Away,W,2,1,Tottenham,1.8,1.6,29,61532,José Sá,03/04/2003,Anthony Taylor,Match Report,12,7,15.9,0,0,0,2024,WolverhamptonWanderers,regular
19/02/2024,20:00,Premier League,Matchweek 25,Mon,Home,D,1,1,Crystal Palace,1.7,0.7,61,38164,James Tarkowski,4-4-1-1,Paul Tierney,Match Report,19,4,16.4,1,0,0,2024,Everton,Occasional
17/02/2024,12:30,Premier League,Matchweek 25,Sat,Home,L,1,4,Liverpool,1.6,2.8,38,17193,Christian Nørgaard,03/05/2002,Michael Oliver,Match Report,15,6,19.8,3,0,0,2024,Brentford,Early
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Home,W,2,0,West Ham,2.8,0.5,49,29490,Morgan Gibbs-White,4-2-3-1,Thomas Bramall,Match Report,19,8,16.5,0,0,0,2024,NottinghamForest,regular
18/02/2024,16:30,Premier League,Matchweek 25,Sun,Home,L,1,2,Manchester Utd,1.8,2.9,58,11483,Carlton Morris,03/04/2003,David Coote,Match Report,22,4,18.6,1,0,0,2024,LutonTown,Late
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Home,L,0,5,Arsenal,0.3,2.3,36,21311,Josh Brownhill,04/04/2002,Jarred Gillett,Match Report,8,0,18.6,0,0,0,2024,Burnley,regular
18/02/2024,14:00,Premier League,Matchweek 25,Sun,Home,L,0,5,Brighton,0.6,2.9,21,29522,Anel Ahmedhodžić,3-5-1-1,Stuart Attwell,Match Report,6,1,18.7,0,0,0,2024,SheffieldUnited,Early
24/02/2024,17:30,Premier League,Matchweek 26,Sat,Away,W,1,0,Bournemouth,1.6,0.9,62,11184,Rúben Dias,3-2-4-1,Jarred Gillett,Match Report,15,6,15.5,1,0,0,2024,ManchesterCity,evening
24/02/2024,20:00,Premier League,Matchweek 26,Sat,Home,W,4,1,Newcastle Utd,2.8,0.2,55,60298,Martin Ødegaard,04/03/2003,Paul Tierney,Match Report,18,7,13.8,0,0,0,2024,Arsenal,Late
21/02/2024,19:30,Premier League,Matchweek 26,Wed,Home,W,4,1,Luton Town,3.3,0.9,60,59713,Virgil van Dijk,04/03/2003,Andy Madley,Match Report,29,13,16.9,0,0,0,2024,Liverpool,Occasional
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Home,W,4,2,Nott'ham Forest,3.6,2.6,58,42131,John McGinn,4-2-3-1,Samuel Barrott,Match Report,16,6,14.3,2,0,0,2024,AstonVilla,regular
02/05/2024,19:30,Premier League,Matchweek 26,Thu,Away,L,0,2,Chelsea,1.6,2.2,63,39086,Son Heung-min,4-2-3-1,Robert Jones,Match Report,19,3,16.9,0,0,0,2024,TottenhamHotspur,Occasional
02/05/2024,19:30,Premier League,Matchweek 26,Thu,Home,W,2,0,Tottenham,2.2,1.6,37,39086,Conor Gallagher,4-2-3-1,Robert Jones,Match Report,16,4,16.1,2,0,0,2024,Chelsea,Occasional
24/02/2024,20:00,Premier League,Matchweek 26,Sat,Away,L,1,4,Arsenal,0.2,2.8,45,60298,Kieran Trippier,04/03/2003,Paul Tierney,Match Report,3,2,14.5,0,0,0,2024,NewcastleUnited,Late
